customer_id,name,age,city,product_type,annual_income,credit_score,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-102823,Aarav Verma,44,Mumbai,Credit Card,3042737,696,Self-Employed,7790-9924-8763,YIBP8546C,2021-06-06
CUSR-102824,Aarav Patel,22,Hyderabad,Credit Card,3268744,844,Self-Employed,1220-8802-6373,BGTP4977C,2021-02-21
CUSR-102825,Sara Sharma,29,Lucknow,Auto Loan,676236,803,Business,6209-7319-7198,OGIP2591L,2020-01-11
CUSR-102826,Saanvi Bose,59,Hyderabad,Personal Loan,2229968,758,Self-Employed,3160-9658-9295,QKQP2324E,2024-01-21
CUSR-102827,Kiara Verma,63,Chennai,Gold Loan,934055,695,Self-Employed,2004-7540-7622,SQQP3867H,2019-09-23
CUSR-102828,Aditya Bose,36,Hyderabad,Personal Loan,552346,666,Salaried,7753-1131-9024,PFTP9283Q,2018-09-18
CUSR-102829,Sara Reddy,64,Jaipur,Personal Loan,4891424,625,Business,4553-2471-4572,YOBP9530J,2016-09-03
CUSR-102830,Anvi Chatterjee,35,Lucknow,Auto Loan,1346788,759,Business,7788-3811-1085,CSYP5670W,2021-07-25
CUSR-102831,Aditya Iyer,61,Hyderabad,Credit Card,3650279,774,Self-Employed,3034-2029-2518,GQSP3415T,2020-12-14
CUSR-102832,Vihaan Deshmukh,58,Chennai,Auto Loan,3681147,608,Business,7438-9043-6385,KIWP3264V,2018-12-27
CUSR-102833,Vihaan Verma,62,Delhi,Gold Loan,3082733,761,Salaried,3340-8778-6026,TBEP5479P,2018-10-20
CUSR-102834,Diya Sharma,42,Mumbai,Gold Loan,684280,618,Self-Employed,7385-6045-4557,EYCP2793X,2023-11-20
CUSR-102835,Diya Verma,23,Lucknow,Home Loan,2989831,733,Self-Employed,5181-7687-8971,CSNP5548R,2023-01-25
CUSR-102836,Saanvi Deshmukh,35,Pune,Credit Card,4572933,623,Self-Employed,1259-1504-3240,BYKP4041W,2020-02-24
CUSR-102837,Ananya Chatterjee,27,Hyderabad,Auto Loan,3630413,813,Self-Employed,9445-5115-8690,QWJP7919H,2020-12-08
CUSR-102838,Aaryan Deshmukh,26,Chennai,Credit Card,4953988,763,Salaried,5163-6899-9045,LJSP5807U,2022-04-14
CUSR-102839,Aadhya Aggarwal,22,Jaipur,Home Loan,3724921,626,Business,2777-9548-6856,OYHP6653D,2023-03-09
CUSR-102840,Vihaan Reddy,32,Mumbai,Gold Loan,1374423,770,Self-Employed,5018-3501-7081,LXCP4169K,2016-07-15
CUSR-102841,Aadhya Aggarwal,55,Pune,Gold Loan,1116130,823,Business,3479-2935-1336,NNCP4964B,2017-05-16
CUSR-102842,Ishani Chatterjee,25,Mumbai,Gold Loan,3742530,764,Self-Employed,8591-2554-7103,VTWP5974N,2021-03-11
CUSR-102843,Myra Chatterjee,31,Jaipur,Home Loan,2957178,706,Business,5116-9733-7055,BNEP1074W,2018-12-31
CUSR-102844,Aarav Deshmukh,23,Bangalore,Auto Loan,3769839,653,Self-Employed,4425-4939-4363,DOBP1092C,2019-07-10
CUSR-102845,Sai Iyer,56,Ahmedabad,Home Loan,3132024,637,Salaried,9142-3087-7192,MHCP3041B,2017-10-12
CUSR-102846,Myra Iyer,48,Jaipur,Credit Card,1525240,753,Self-Employed,3713-4570-8862,JWDP2665O,2024-04-18
CUSR-102847,Shaurya Joshi,61,Hyderabad,Personal Loan,3138901,825,Salaried,1827-8653-2803,HQWP1087K,2022-07-17
CUSR-102848,Aditya Sharma,41,Hyderabad,Credit Card,1928100,621,Self-Employed,5033-1198-5879,YTFP5955K,2024-01-12
CUSR-102849,Aaryan Reddy,34,Hyderabad,Credit Card,2867004,637,Business,8051-1696-4474,IXRP9508J,2017-06-10
CUSR-102850,Riya Kapoor,40,Pune,Credit Card,3444491,738,Business,4474-7774-4457,QIJP5693O,2024-11-24
CUSR-102851,Myra Deshmukh,27,Mumbai,Home Loan,3973285,741,Business,8442-2747-4782,CGFP1888U,2022-08-09
CUSR-102852,Aaryan Chatterjee,64,Delhi,Home Loan,3024344,636,Business,9458-1680-4979,TRYP5876X,2024-12-24
CUSR-102853,Aditya Bose,55,Delhi,Credit Card,2166555,697,Self-Employed,7392-8161-5613,IVOP6666T,2016-08-25
CUSR-102854,Kabir Kapoor,22,Ahmedabad,Home Loan,3909513,778,Self-Employed,2402-3972-4951,SXDP2252I,2023-11-19
CUSR-102855,Kabir Sharma,57,Bangalore,Auto Loan,846719,718,Salaried,7445-3870-4240,IEIP4960G,2019-10-26
CUSR-102856,Vihaan Kapoor,59,Delhi,Gold Loan,549768,696,Self-Employed,3951-1234-6187,BNYP3213G,2024-03-12
CUSR-102857,Arjun Sharma,38,Jaipur,Gold Loan,1565993,641,Business,2249-8300-4172,CMLP3130D,2016-06-16
CUSR-102858,Aadhya Sharma,26,Bangalore,Gold Loan,984220,649,Self-Employed,3371-4265-1133,BTUP5423H,2020-01-31
CUSR-102859,Aditya Patel,25,Ahmedabad,Personal Loan,3805894,838,Salaried,4110-5079-6283,SJAP1982W,2024-02-10
CUSR-102860,Saanvi Bose,42,Delhi,Credit Card,4576377,833,Salaried,6092-7495-8418,EFGP4853E,2020-06-30
CUSR-102861,Krishna Chatterjee,40,Mumbai,Auto Loan,3869752,831,Salaried,6196-6039-3334,WNWP6216N,2018-09-08
CUSR-102862,Saanvi Kapoor,40,Chennai,Gold Loan,3143489,767,Self-Employed,7007-1979-7159,BKYP5233O,2018-06-12
CUSR-102863,Arjun Patel,53,Jaipur,Personal Loan,943919,657,Business,2042-9176-1807,CHLP2722C,2019-12-27
CUSR-102864,Saanvi Nair,32,Jaipur,Personal Loan,4251235,824,Business,1329-4149-2490,IRUP8868T,2017-07-14
CUSR-102865,Anvi Iyer,30,Kolkata,Gold Loan,1764554,614,Business,6871-6488-4252,VWQP6211O,2024-02-27
CUSR-102866,Aadhya Verma,46,Lucknow,Auto Loan,3014832,847,Business,4615-3245-9371,YTLP7621S,2024-05-28
CUSR-102867,Saanvi Aggarwal,51,Chennai,Gold Loan,2149494,618,Self-Employed,6675-2210-5925,EUPP5122L,2019-10-14
CUSR-102868,Aaryan Patel,42,Chennai,Home Loan,2817228,669,Salaried,1614-3583-4521,FOOP3156E,2018-01-18
CUSR-102869,Krishna Kapoor,39,Bangalore,Auto Loan,4217265,632,Self-Employed,9170-1011-7884,CSHP5478O,2020-12-29
CUSR-102870,Ishani Nair,46,Lucknow,Auto Loan,4930563,787,Salaried,7180-6592-8525,XLPP7973B,2017-03-20
CUSR-102871,Aadhya Gupta,47,Kolkata,Personal Loan,1186987,623,Self-Employed,5397-1999-6877,FWUP6624H,2017-05-02
CUSR-102872,Anvi Malhotra,28,Jaipur,Credit Card,3529407,824,Business,5732-7092-5605,CMHP3600L,2023-10-29
CUSR-102873,Sai Deshmukh,41,Mumbai,Auto Loan,2332675,780,Self-Employed,2643-7577-2094,RLKP9288S,2018-10-16
CUSR-102874,Aaryan Deshmukh,55,Pune,Personal Loan,2941369,756,Business,4928-5635-4112,JVFP4676V,2017-05-14
CUSR-102875,Kiara Gupta,26,Chennai,Home Loan,2269405,725,Self-Employed,3117-2921-3090,IAXP6120T,2018-12-07
CUSR-102876,Anvi Reddy,40,Bangalore,Auto Loan,3497953,776,Self-Employed,2993-5312-1849,KXLP5420L,2017-03-01
CUSR-102877,Shaurya Aggarwal,31,Chennai,Home Loan,2240088,745,Salaried,1756-6590-9902,QHPP3263X,2021-04-13
CUSR-102878,Myra Sharma,28,Mumbai,Personal Loan,2710947,632,Self-Employed,3491-8956-1655,EWDP5626C,2019-07-09
CUSR-102879,Sai Deshmukh,64,Bangalore,Personal Loan,551702,600,Salaried,2452-8018-4601,BBPP3725C,2023-11-10
CUSR-102880,Anvi Chatterjee,50,Mumbai,Gold Loan,1101783,776,Self-Employed,9059-2253-1412,TAUP6940O,2021-02-18
CUSR-102881,Kiara Bose,24,Lucknow,Auto Loan,3775994,639,Salaried,7180-7160-4413,RBYP4347U,2022-11-27
CUSR-102882,Kiara Deshmukh,48,Jaipur,Credit Card,3810016,666,Salaried,9620-9791-4813,RGPP6050L,2020-06-18
CUSR-102883,Riya Bose,30,Lucknow,Credit Card,2508861,649,Self-Employed,7651-9870-1347,GBYP6594F,2021-01-05
CUSR-102884,Aditya Kapoor,30,Delhi,Auto Loan,4592360,809,Business,4697-4317-9594,NGRP1978M,2019-09-03
CUSR-102885,Saanvi Deshmukh,43,Hyderabad,Personal Loan,3000333,829,Business,6238-3835-1358,IYTP4873G,2018-11-06
CUSR-102886,Shaurya Kapoor,29,Ahmedabad,Credit Card,2023467,643,Business,4022-7001-4952,TGVP4590E,2018-04-14
CUSR-102887,Saanvi Patel,45,Hyderabad,Gold Loan,707985,707,Self-Employed,6552-7116-5814,GXCP3518Q,2016-03-29
CUSR-102888,Diya Nair,23,Kolkata,Credit Card,735521,668,Business,2146-9223-2408,BUFP5214R,2023-07-09
CUSR-102889,Myra Aggarwal,54,Chennai,Auto Loan,4298586,797,Business,6412-5262-1247,XGNP8298E,2018-10-29
CUSR-102890,Aadhya Chatterjee,57,Bangalore,Gold Loan,4797371,752,Salaried,3689-1296-9124,DMPP3137W,2022-10-22
CUSR-102891,Aadhya Joshi,54,Chennai,Personal Loan,3414363,636,Business,1076-1140-7875,YQNP4235I,2019-06-07
CUSR-102892,Krishna Joshi,57,Ahmedabad,Home Loan,4010379,611,Self-Employed,3510-3986-2777,FGDP3295W,2016-12-13
CUSR-102893,Sai Kapoor,57,Chennai,Auto Loan,978108,700,Self-Employed,2683-2648-8041,PKWP3132V,2016-08-20
CUSR-102894,Diya Bose,41,Mumbai,Gold Loan,977350,846,Self-Employed,1546-5628-2332,TPHP4681D,2022-10-08
CUSR-102895,Ishaan Verma,46,Pune,Personal Loan,3401498,834,Salaried,3846-7741-6357,XDLP6012I,2020-03-21
CUSR-102896,Anvi Patel,35,Hyderabad,Gold Loan,3764758,753,Salaried,5675-6567-6837,STAP6461F,2020-05-18
CUSR-102897,Aaryan Aggarwal,38,Pune,Home Loan,1002502,625,Self-Employed,5492-5501-2053,BTKP5469S,2025-01-08
CUSR-102898,Aaryan Gupta,63,Chennai,Credit Card,3379545,610,Self-Employed,6803-1920-2029,MUTP3317Q,2023-08-16
CUSR-102899,Anvi Nair,52,Pune,Gold Loan,2528438,612,Self-Employed,9252-3949-4226,TFCP5915E,2020-02-06
CUSR-102900,Ishani Aggarwal,57,Ahmedabad,Credit Card,1108247,620,Self-Employed,9357-5415-1729,BELP3226Y,2020-09-07
CUSR-102901,Aarav Kapoor,46,Mumbai,Credit Card,2142294,790,Salaried,5360-9444-4617,SEXP5498N,2016-04-13
CUSR-102902,Aadhya Kapoor,39,Jaipur,Home Loan,4879058,741,Business,3395-2394-3517,LAHP2625U,2021-12-15
CUSR-102903,Ishaan Joshi,49,Pune,Credit Card,2189762,732,Self-Employed,8614-6271-6899,BYWP3633F,2024-02-11
CUSR-102904,Riya Joshi,53,Pune,Credit Card,2760620,705,Business,5871-1642-2905,YYDP2617E,2019-01-09
CUSR-102905,Diya Kapoor,35,Chennai,Personal Loan,4994596,843,Business,9239-1116-3610,GRCP5493U,2018-04-23
CUSR-102906,Aaryan Joshi,29,Jaipur,Personal Loan,462932,604,Business,3136-3430-4338,LSAP9680A,2022-06-29
CUSR-102907,Riya Chatterjee,64,Lucknow,Credit Card,3629577,733,Self-Employed,8745-4885-7744,LGNP1985E,2020-04-08
CUSR-102908,Saanvi Nair,33,Kolkata,Auto Loan,3839202,703,Business,2147-5824-5868,MXBP9888Y,2016-09-12
CUSR-102909,Arjun Reddy,54,Kolkata,Personal Loan,727287,618,Self-Employed,2156-5992-6886,BXNP3083I,2019-04-16
CUSR-102910,Diya Sharma,31,Delhi,Home Loan,1325090,662,Salaried,4113-9815-2873,MIVP5827J,2019-10-28
CUSR-102911,Aadhya Bose,35,Delhi,Personal Loan,4117129,825,Self-Employed,7266-6307-2877,PCCP2212C,2022-11-15
CUSR-102912,Shaurya Malhotra,54,Jaipur,Auto Loan,4491094,734,Business,3747-7885-2666,PHGP1730Y,2018-10-26
CUSR-102913,Aarav Joshi,56,Lucknow,Home Loan,1051928,784,Salaried,5039-1129-4081,TRPP3770J,2021-12-23
CUSR-102914,Shaurya Bose,58,Lucknow,Auto Loan,3036893,600,Salaried,2001-7758-5749,EOEP9190C,2025-02-16
CUSR-102915,Ishani Sharma,40,Lucknow,Auto Loan,506903,719,Self-Employed,2922-4671-9651,TBPP8377G,2016-04-06
CUSR-102916,Arjun Gupta,23,Kolkata,Personal Loan,3104828,691,Self-Employed,3643-4914-2312,FXPP9579L,2019-02-12
CUSR-102917,Arjun Kapoor,44,Kolkata,Personal Loan,4519319,773,Self-Employed,5784-7145-8671,OFDP1777S,2016-05-23
CUSR-102918,Krishna Verma,40,Pune,Auto Loan,4447713,844,Business,4917-2518-6530,SQCP9010Q,2020-08-25
CUSR-102919,Diya Gupta,61,Jaipur,Personal Loan,2162802,711,Salaried,6272-8430-7513,YBQP2648E,2022-09-02
CUSR-102920,Ishani Nair,39,Jaipur,Credit Card,1527232,802,Salaried,8531-4673-1717,INBP5492C,2017-06-13
CUSR-102921,Aarav Joshi,48,Chennai,Credit Card,4640415,616,Salaried,4344-1929-7821,XCKP5949W,2017-07-13
CUSR-102922,Ishani Sharma,51,Bangalore,Home Loan,4979387,648,Business,6423-3954-1257,TQAP6325A,2019-11-07
CUSR-102923,Arjun Bose,31,Jaipur,Credit Card,3765592,838,Salaried,7413-9299-4001,XCWP6422E,2021-10-08
CUSR-102924,Ananya Aggarwal,30,Bangalore,Auto Loan,2612523,832,Salaried,1700-2209-5172,VKWP6387U,2022-02-16
CUSR-102925,Myra Chatterjee,57,Bangalore,Home Loan,3445043,773,Business,5250-5798-2687,JCRP1335P,2023-06-11
CUSR-102926,Ishaan Singh,41,Delhi,Gold Loan,1496464,698,Business,3025-7823-3442,UAMP1001A,2023-03-23
CUSR-102927,Riya Deshmukh,62,Hyderabad,Credit Card,938684,804,Business,4285-7892-3183,IEHP2278E,2019-09-23
CUSR-102928,Aadhya Gupta,31,Lucknow,Home Loan,4380128,811,Business,9299-5079-6226,YOLP6638Q,2023-03-22
CUSR-102929,Ishaan Chatterjee,54,Bangalore,Gold Loan,1479807,778,Self-Employed,1778-1185-8471,LSYP9450P,2019-06-04
CUSR-102930,Ananya Deshmukh,62,Pune,Home Loan,2451826,802,Salaried,2985-5514-7710,FRKP7398Y,2023-05-06
CUSR-102931,Arjun Aggarwal,51,Lucknow,Gold Loan,862577,623,Self-Employed,9470-9163-5044,RDUP3577A,2022-12-04
CUSR-102932,Diya Singh,55,Chennai,Auto Loan,4434702,662,Business,3441-1620-6133,XMUP2355M,2021-05-17
CUSR-102933,Kabir Joshi,48,Hyderabad,Gold Loan,1224974,661,Salaried,4945-3059-9873,KMFP2580A,2021-12-26
CUSR-102934,Ishani Sharma,28,Hyderabad,Personal Loan,3389059,640,Salaried,5943-5868-8976,MDVP4497P,2024-07-05
CUSR-102935,Anvi Verma,27,Bangalore,Credit Card,3626617,648,Salaried,7373-4712-4805,NBTP2161P,2023-04-08
CUSR-102936,Anvi Verma,42,Delhi,Gold Loan,979693,661,Salaried,4693-4179-7719,KVGP8195G,2020-12-17
CUSR-102937,Ananya Deshmukh,52,Chennai,Auto Loan,1097917,728,Business,7450-9832-3842,JSPP5713T,2020-12-30
CUSR-102938,Ishaan Bose,26,Hyderabad,Gold Loan,707090,655,Business,8342-9355-7301,KNRP5388R,2016-12-25
CUSR-102939,Aaryan Nair,40,Hyderabad,Personal Loan,3219729,829,Self-Employed,1179-3510-9826,XNGP1194D,2023-02-28
CUSR-102940,Ananya Sharma,35,Lucknow,Gold Loan,3134459,775,Salaried,1176-3174-1833,JGAP2486I,2018-02-01
CUSR-102941,Aarav Reddy,61,Lucknow,Auto Loan,4803460,631,Salaried,1133-3838-4542,TQVP6187Q,2023-11-25
CUSR-102942,Krishna Sharma,38,Jaipur,Gold Loan,4044746,694,Self-Employed,8167-9334-2751,BHXP6770F,2023-11-09
CUSR-102943,Vihaan Bose,56,Mumbai,Credit Card,4943824,730,Business,2135-3937-8677,HGYP2567B,2018-01-20
CUSR-102944,Ishaan Sharma,51,Chennai,Gold Loan,710836,605,Salaried,5124-2553-6047,DFHP1950A,2022-09-19
CUSR-102945,Ishaan Patel,35,Ahmedabad,Credit Card,4351002,803,Business,7386-6682-8171,DKKP1296R,2019-05-16
CUSR-102946,Aaryan Sharma,40,Ahmedabad,Credit Card,4129724,822,Salaried,7365-4775-8132,RJGP5147F,2022-03-12
CUSR-102947,Aadhya Chatterjee,50,Lucknow,Home Loan,4742121,738,Self-Employed,5382-8864-5947,CDMP3799W,2023-11-12
CUSR-102948,Diya Joshi,63,Bangalore,Personal Loan,1030801,658,Salaried,2835-3797-6438,SSEP8360E,2021-12-19
CUSR-102949,Saanvi Sharma,27,Pune,Credit Card,3661447,730,Salaried,9395-8705-7171,FJFP3812G,2024-04-02
CUSR-102950,Vihaan Nair,52,Chennai,Gold Loan,1478213,813,Business,1399-4835-2150,PQXP2895Q,2020-02-25
CUSR-102951,Sai Patel,38,Ahmedabad,Auto Loan,1723010,700,Salaried,6516-3592-1759,FSTP6807C,2024-11-07
CUSR-102952,Krishna Gupta,26,Chennai,Personal Loan,3491067,624,Salaried,9715-3607-4496,CVWP3953E,2024-03-28
CUSR-102953,Arjun Bose,62,Lucknow,Home Loan,1386620,847,Self-Employed,1029-9841-3919,WTOP7981A,2020-03-22
CUSR-102954,Ishani Sharma,63,Kolkata,Personal Loan,1762753,767,Self-Employed,9191-1624-1534,IVNP3622V,2022-01-13
CUSR-102955,Aditya Verma,62,Mumbai,Credit Card,4315190,784,Business,5815-6384-8774,MNVP2124L,2016-03-28
CUSR-102956,Ananya Kapoor,37,Ahmedabad,Personal Loan,996409,805,Salaried,1005-4958-9831,RFWP1237S,2017-08-16
CUSR-102957,Aaryan Sharma,27,Chennai,Credit Card,445760,604,Business,9877-9275-9385,MNJP4129Y,2016-06-20
CUSR-102958,Saanvi Iyer,39,Lucknow,Personal Loan,4304249,683,Salaried,7436-4239-3471,MEWP9935M,2024-10-05
CUSR-102959,Aadhya Joshi,52,Delhi,Home Loan,2073834,617,Salaried,8956-7923-8905,RRVP7451V,2020-01-04
CUSR-102960,Ananya Joshi,62,Jaipur,Credit Card,3570729,782,Salaried,6426-1002-1627,GMPP9804S,2016-05-24
CUSR-102961,Aarav Gupta,24,Jaipur,Auto Loan,991970,679,Salaried,1675-1153-7889,OWTP5289F,2020-04-29
CUSR-102962,Aaryan Gupta,54,Mumbai,Personal Loan,812046,734,Salaried,1963-8275-4631,AROP6232A,2018-09-29
CUSR-102963,Saanvi Patel,44,Bangalore,Personal Loan,509886,828,Self-Employed,5531-2579-3760,BRKP2932M,2020-09-09
CUSR-102964,Anvi Aggarwal,28,Bangalore,Home Loan,498199,635,Self-Employed,4681-1634-4738,IERP5936H,2018-06-25
CUSR-102965,Aarav Verma,53,Jaipur,Personal Loan,4088415,712,Salaried,7571-6146-1887,TEWP4470D,2023-01-13
CUSR-102966,Ishani Patel,31,Mumbai,Home Loan,2547498,632,Salaried,5327-9358-4665,YWAP4971X,2017-07-28
CUSR-102967,Myra Reddy,30,Ahmedabad,Home Loan,4956186,684,Self-Employed,4052-9897-6081,QPOP4124O,2017-02-05
CUSR-102968,Kabir Verma,32,Kolkata,Credit Card,4776541,734,Salaried,6786-1748-4507,QKIP7374G,2017-04-04
CUSR-102969,Anvi Malhotra,58,Pune,Home Loan,2964337,693,Business,8271-8279-4151,AJBP7823R,2023-08-23
CUSR-102970,Sara Malhotra,58,Bangalore,Auto Loan,2488170,804,Salaried,8859-5649-3061,ODVP7519H,2019-05-24
CUSR-102971,Arjun Sharma,46,Bangalore,Home Loan,3050760,825,Self-Employed,1919-1056-2984,MVRP4811W,2023-10-21
CUSR-102972,Ananya Aggarwal,44,Hyderabad,Credit Card,2025248,753,Self-Employed,5014-9142-6342,UGDP1350T,2021-03-21
CUSR-102973,Diya Deshmukh,47,Mumbai,Home Loan,2437109,654,Salaried,5993-9047-1879,CXLP8413V,2022-12-27
CUSR-102974,Sara Bose,54,Lucknow,Personal Loan,769324,695,Salaried,5275-4767-6574,QUJP3973G,2016-11-18
CUSR-102975,Krishna Joshi,59,Jaipur,Gold Loan,1479913,841,Self-Employed,8119-6265-2968,VVNP2934E,2023-01-30
CUSR-102976,Aadhya Verma,33,Mumbai,Auto Loan,4076710,678,Salaried,4153-5729-5357,FIAP5722K,2019-08-27
CUSR-102977,Kabir Kapoor,45,Pune,Auto Loan,1186934,767,Salaried,5523-5607-1752,VGPP3442I,2024-03-11
CUSR-102978,Sai Deshmukh,61,Kolkata,Credit Card,3560385,828,Business,5173-4607-2798,VMUP9559W,2020-12-18
CUSR-102979,Arjun Iyer,61,Bangalore,Gold Loan,3877024,652,Salaried,5128-4190-9508,TDIP7295U,2018-01-27
CUSR-102980,Ishani Gupta,64,Lucknow,Auto Loan,660821,681,Business,3603-2062-3912,YDHP5199U,2016-04-28
CUSR-102981,Saanvi Chatterjee,50,Bangalore,Credit Card,2251578,833,Salaried,4257-4869-7395,VMHP7453J,2018-06-15
CUSR-102982,Arjun Singh,34,Ahmedabad,Home Loan,1706984,745,Self-Employed,6759-2970-3437,SUSP1359I,2020-10-24
CUSR-102983,Kiara Patel,36,Hyderabad,Credit Card,4011599,844,Salaried,7050-5398-3508,FSFP1600F,2022-03-10
CUSR-102984,Krishna Malhotra,25,Lucknow,Personal Loan,933331,815,Business,7289-7343-6526,LJRP2199V,2019-09-06
CUSR-102985,Anvi Chatterjee,51,Hyderabad,Home Loan,4194584,802,Salaried,2409-7249-5065,TGRP1779H,2018-04-23
CUSR-102986,Saanvi Malhotra,44,Pune,Home Loan,4837962,620,Business,3264-3085-4430,QKBP9816D,2024-03-24
CUSR-102987,Ishaan Chatterjee,56,Hyderabad,Gold Loan,2529222,627,Salaried,5322-5366-7129,SPAP6661H,2024-09-23
CUSR-102988,Aditya Nair,39,Kolkata,Gold Loan,3066787,772,Business,6787-3934-2194,BPGP8324B,2023-04-24
CUSR-102989,Myra Joshi,30,Ahmedabad,Home Loan,1809462,680,Salaried,3989-9252-2209,QNPP1176F,2022-07-10
CUSR-102990,Aditya Nair,33,Pune,Personal Loan,4415613,810,Business,3647-1955-8391,NUSP7964I,2022-06-05
CUSR-102991,Aaryan Malhotra,24,Kolkata,Personal Loan,2039444,727,Salaried,8571-5692-9043,AIVP3879D,2016-10-18
CUSR-102992,Anvi Verma,54,Delhi,Gold Loan,1942359,777,Salaried,1051-4401-4816,EDXP7664G,2019-12-27
CUSR-102993,Diya Bose,59,Chennai,Personal Loan,2955589,621,Salaried,2643-4112-6127,ICFP4772G,2023-03-10
CUSR-102994,Ishaan Bose,60,Jaipur,Gold Loan,1932560,653,Self-Employed,4681-1525-3069,FDNP8954S,2022-02-14
CUSR-102995,Aaryan Patel,45,Pune,Home Loan,442534,674,Salaried,1222-2170-2373,GUMP5420P,2018-08-27
CUSR-102996,Riya Gupta,61,Hyderabad,Personal Loan,4726836,847,Self-Employed,2640-4446-5308,QGRP9794D,2022-01-08
CUSR-102997,Kabir Verma,32,Lucknow,Auto Loan,3764082,617,Salaried,8244-8949-8724,LSXP3152S,2016-05-13
CUSR-102998,Aarav Reddy,46,Chennai,Gold Loan,2365085,776,Business,5747-7722-8839,JAJP6537N,2024-11-09
CUSR-102999,Krishna Bose,24,Jaipur,Home Loan,2191232,610,Self-Employed,6385-1684-9224,YBRP3130W,2016-07-06
CUSR-103000,Vihaan Reddy,44,Jaipur,Home Loan,2629360,834,Salaried,4023-3614-7283,QNPP3408O,2018-06-21
CUSR-103001,Kabir Nair,31,Bangalore,Auto Loan,2096475,611,Salaried,5083-9212-5839,PJFP2811O,2016-07-21
CUSR-103002,Arjun Malhotra,50,Pune,Personal Loan,4443645,800,Self-Employed,5387-4667-6177,CVCP2622S,2021-06-06
CUSR-103003,Ishani Verma,24,Bangalore,Home Loan,1502307,684,Salaried,8645-6693-6096,HKLP8239E,2024-05-07
CUSR-103004,Kiara Nair,54,Kolkata,Home Loan,4802556,656,Business,3771-5639-5098,UYGP9057S,2019-10-18
CUSR-103005,Ishani Sharma,55,Jaipur,Home Loan,4283614,702,Self-Employed,1583-3567-7262,LPGP2546F,2022-12-17
CUSR-103006,Ishani Gupta,31,Mumbai,Home Loan,3076034,831,Self-Employed,5150-1912-8499,HPLP4621K,2022-03-23
CUSR-103007,Kabir Nair,37,Hyderabad,Personal Loan,2891805,830,Business,7581-9301-6886,XINP9353S,2020-11-25
CUSR-103008,Myra Bose,62,Kolkata,Personal Loan,2486391,636,Business,6915-1954-7220,ASKP8576H,2023-06-30
CUSR-103009,Kabir Bose,31,Ahmedabad,Auto Loan,2516592,692,Salaried,9502-4392-9543,GYUP7793W,2019-11-11
CUSR-103010,Aditya Verma,47,Mumbai,Credit Card,607762,800,Self-Employed,8571-2153-9838,AIUP7196B,2021-03-22
CUSR-103011,Saanvi Bose,43,Jaipur,Gold Loan,1855929,830,Self-Employed,9631-9251-3535,UAXP3763J,2018-07-06
CUSR-103012,Diya Deshmukh,35,Mumbai,Credit Card,3903281,802,Business,1934-5980-6347,ELFP4759F,2020-12-31
CUSR-103013,Sara Aggarwal,27,Bangalore,Auto Loan,4102346,743,Salaried,4507-9239-2386,YTRP4990T,2017-08-03
CUSR-103014,Myra Reddy,53,Jaipur,Auto Loan,4621144,804,Self-Employed,6126-7297-8827,RLCP7655O,2021-11-15
CUSR-103015,Sara Iyer,27,Pune,Home Loan,3689911,644,Salaried,3963-8526-1134,SQIP4920G,2016-07-29
CUSR-103016,Diya Patel,58,Bangalore,Gold Loan,643847,633,Business,5528-9682-5094,LRCP5763F,2019-12-25
CUSR-103017,Ishani Chatterjee,42,Kolkata,Home Loan,3989466,764,Business,2294-1652-7123,POSP3632L,2021-07-09
CUSR-103018,Ananya Nair,34,Kolkata,Gold Loan,3408540,816,Self-Employed,5788-5534-8580,KQPP3551B,2019-02-09
CUSR-103019,Saanvi Iyer,23,Pune,Personal Loan,4895226,612,Business,9829-4345-8093,WALP9565I,2018-11-12
CUSR-103020,Arjun Nair,39,Pune,Gold Loan,4659485,676,Self-Employed,7255-6542-1732,FBOP9615P,2018-02-19
CUSR-103021,Myra Verma,48,Pune,Personal Loan,1825468,842,Salaried,4516-5364-2292,VAGP2542Q,2020-03-14
CUSR-103022,Myra Aggarwal,64,Jaipur,Home Loan,540759,616,Self-Employed,7524-4918-5365,WAKP8957V,2023-08-22
CUSR-103023,Kiara Singh,33,Pune,Home Loan,1504230,645,Self-Employed,7862-3641-7125,FBKP7971F,2016-11-04
CUSR-103024,Ishani Malhotra,51,Jaipur,Home Loan,1514212,738,Business,9787-6687-6023,OBTP4670E,2016-03-12
CUSR-103025,Anvi Sharma,23,Ahmedabad,Personal Loan,1819701,786,Business,9157-2136-4398,AEJP8718O,2021-01-09
CUSR-103026,Vihaan Gupta,23,Lucknow,Credit Card,2535786,707,Self-Employed,1545-1997-2903,MFLP2293E,2023-10-27
CUSR-103027,Sara Joshi,51,Mumbai,Credit Card,4761078,650,Self-Employed,4322-9286-7260,UKTP7546I,2021-10-26
CUSR-103028,Shaurya Sharma,43,Lucknow,Gold Loan,4232167,639,Business,8072-9200-9176,DMLP3334P,2016-12-29
CUSR-103029,Krishna Chatterjee,41,Chennai,Auto Loan,4139626,739,Self-Employed,9400-4412-2072,ARCP1537O,2024-04-13
CUSR-103030,Ishaan Chatterjee,54,Jaipur,Gold Loan,486863,811,Salaried,2356-9471-8510,CPVP6750I,2024-01-10
CUSR-103031,Kabir Singh,55,Mumbai,Gold Loan,3756316,670,Self-Employed,3111-9677-8735,NFYP9210N,2016-11-29
